Unnamed: 0,time,title,Tuples,s,p,o,sp,po,spo,open price change,close price change
1123,20110715  5:25PM UTC,"UPDATE 3-In a first for Starbucks, Chile workers strike","('first', 'In UPDATE is', 'Chile workers strike')",first,In UPDATE is,Chile workers strike,first In UPDATE is,In UPDATE is Chile workers strike,first In UPDATE is Chile workers strike,-0.19999899999999826,0.33499899999999627
1124,20110718  9:31AM UTC,"Critical Alerts for Starbucks, Southwestern Energy, Complete Production Services, ARM Holdings, and Alexion Pharmaceuticals Released by Seven Summits Research","('Alerts', 'Released by', 'Seven Summits Research')",Alerts,Released by,Seven Summits Research,Alerts Released by,Released by Seven Summits Research,Alerts Released by Seven Summits Research,0.18499900000000125,-0.19999899999999826
1126,20110720  8:42PM UTC,Starbucks picks Kris Engskov to lead UK arm -paper,"('Starbucks', 'picks', 'Kris Engskov')",Starbucks,picks,Kris Engskov,Starbucks picks,picks Kris Engskov,Starbucks picks Kris Engskov,0.19999899999999826,-0.24499899999999997
1127,20110722  11:39AM UTC,Starbucks Furthers Expansion into the Nordics as It AnnouncesFirst Retail Store in Helsinki`sAirport with Operating Partner SSP,"('Starbucks', 'Furthers Expansion', 'It AnnouncesFirst Retail Store in Helsinki')",Starbucks,Furthers Expansion,It AnnouncesFirst Retail Store in Helsinki,Starbucks Furthers Expansion,Furthers Expansion It AnnouncesFirst Retail Store in Helsinki,Starbucks Furthers Expansion It AnnouncesFirst Retail Store in Helsinki,0.2349989999999984,-0.015002000000002624
1128,20110725  6:25PM UTC,Starbucks union bosses in Chile on hunger strike,"('Starbucks union bosses', 'is in', 'Chile')",Starbucks union bosses,is in,Chile,Starbucks union bosses is in,is in Chile,Starbucks union bosses is in Chile,-0.19500000000000028,0.025002000000000635
1130,20110726  6:14AM UTC,Starbucks union bosses in Chile on hunger strike,"('Starbucks union bosses', 'is in', 'Chile')",Starbucks union bosses,is in,Chile,Starbucks union bosses is in,is in Chile,Starbucks union bosses is in Chile,0.18500200000000433,-0.11000100000000046
1131,20110727  1:08AM UTC,CORRECTED-Starbucks says would welcome back striking workers,"('Starbucks says', 'would welcome back', 'workers')",Starbucks says,would welcome back,workers,Starbucks says would welcome back,would welcome back workers,Starbucks says would welcome back workers,0.05499799999999766,-0.6049989999999994
1132,20110728  9:35PM UTC,"Starbucks raises outlook, pins hopes on the affluent","('pins', 'hopes on', 'affluent')",pins,hopes on,affluent,pins hopes on,hopes on affluent,pins hopes on affluent,-0.3599979999999974,0.504998999999998
1133,20110728  8:14PM UTC,"UPDATE 5-Starbucks raises outlook, pins hopes on the affluent","('5 Starbucks', 'raises', 'outlook')",5 Starbucks,raises,outlook,5 Starbucks raises,raises outlook,5 Starbucks raises outlook,-0.3599979999999974,0.504998999999998
1137,20110804  4:47PM UTC,Busy NYC Starbucks block sockets to free up seats,"('NYC Starbucks block sockets', 'free up', 'seats')",NYC Starbucks block sockets,free up,seats,NYC Starbucks block sockets free up,free up seats,NYC Starbucks block sockets free up seats,0.07000000000000028,-1.1899979999999992
1138,20110804  4:24PM UTC,Busy NYC Starbucks block sockets to free up seats,"('NYC Starbucks block sockets', 'free up', 'seats')",NYC Starbucks block sockets,free up,seats,NYC Starbucks block sockets free up,free up seats,NYC Starbucks block sockets free up seats,0.07000000000000028,-1.1899979999999992
1139,20110804  9:00AM UTC,Starbucks Expands Digital Offerings with New Online Shopping Experience at StarbucksStore.com,"('Starbucks', 'Expands', 'Digital Offerings')",Starbucks,Expands,Digital Offerings,Starbucks Expands,Expands Digital Offerings,Starbucks Expands Digital Offerings,0.07000000000000028,-1.1899979999999992
1141,20110805  11:36AM UTC,Busy NYC Starbucks block sockets to free up seats,"('NYC Starbucks block sockets', 'free up', 'seats')",NYC Starbucks block sockets,free up,seats,NYC Starbucks block sockets free up,free up seats,NYC Starbucks block sockets free up seats,-0.7850000000000001,-0.08999999999999986
1142,20110805  3:23AM UTC,Busy NYC Starbucks block sockets to free up seats,"('NYC Starbucks block sockets', 'free up', 'seats')",NYC Starbucks block sockets,free up,seats,NYC Starbucks block sockets free up,free up seats,NYC Starbucks block sockets free up seats,-0.7850000000000001,-0.08999999999999986
1144,20110815  6:56PM UTC,Starbucks CEO urges halt to U.S. political donations,"('Starbucks CEO', 'urges', 'halt to U.S. donations')",Starbucks CEO,urges,halt to U.S. donations,Starbucks CEO urges,urges halt to U.S. donations,Starbucks CEO urges halt to U.S. donations,0.17500100000000174,0.5299990000000001
1145,20110815  6:39PM UTC,Starbucks CEO urges halt to US political donations,"('Starbucks CEO', 'urges', 'halt to US donations')",Starbucks CEO,urges,halt to US donations,Starbucks CEO urges,urges halt to US donations,Starbucks CEO urges halt to US donations,0.17500100000000174,0.5299990000000001
1146,20110816  12:19PM UTC,Starbucks expands Asia sales of Via instant coffee,"('Starbucks', 'expands', 'Asia sales of Via coffee')",Starbucks,expands,Asia sales of Via coffee,Starbucks expands,expands Asia sales of Via coffee,Starbucks expands Asia sales of Via coffee,0.29499999999999815,0.23500100000000046
1147,20110816  12:01AM UTC,Starbucks VIA Ready Brew Expansion Reaches All of Company`s Asia Pacific Countries,"('Starbucks VIA Ready Brew Expansion', 'Reaches', 'All Company')",Starbucks VIA Ready Brew Expansion,Reaches,All Company,Starbucks VIA Ready Brew Expansion Reaches,Reaches All Company,Starbucks VIA Ready Brew Expansion Reaches All Company,0.29499999999999815,0.23500100000000046
1148,20110817  8:25PM UTC,"Starbucks CEO ""stunned"" by aftermath of his call to boycott","('Starbucks CEO', 'stunned by', 'aftermath of his call')",Starbucks CEO,stunned by,aftermath of his call,Starbucks CEO stunned by,stunned by aftermath of his call,Starbucks CEO stunned by aftermath of his call,0.4450000000000003,-0.09499999999999886
1149,20110818  10:13PM UTC,Starbucks settles with dwarf fired from barista job,"('Starbucks', 'settles', 'fired')",Starbucks,settles,fired,Starbucks settles,settles fired,Starbucks settles fired,-0.8550000000000004,-1.9750000000000014
1150,20110818  9:54PM UTC,Starbucks settles with dwarf fired from barista job,"('Starbucks', 'settles', 'fired')",Starbucks,settles,fired,Starbucks settles,settles fired,Starbucks settles fired,-0.8550000000000004,-1.9750000000000014
1151,20110818  9:01AM UTC," Industry Outlook, Reliance on Global State - Equity Research on Starbucks Corporation and Green Mountain Coffee","('Industry Outlook', 'Reliance on', 'Global State Equity Research')",Industry Outlook,Reliance on,Global State Equity Research,Industry Outlook Reliance on,Reliance on Global State Equity Research,Industry Outlook Reliance on Global State Equity Research,-0.8550000000000004,-1.9750000000000014
1152,20110819  9:31AM UTC,"Critical Alerts for Starbucks, America Movil, Fluor, ARM Holdings, and Zillow Released by Seven Summits Research","('Alerts', 'Released by', 'Seven Summits Research')",Alerts,Released by,Seven Summits Research,Alerts Released by,Released by Seven Summits Research,Alerts Released by Seven Summits Research,-1.2650010000000016,0.17499899999999968
1154,20110824  5:47PM UTC,Starbucks CEO:100+ leaders to stop political gifts,"('100 leaders', 'stop', 'political gifts')",100 leaders,stop,political gifts,100 leaders stop,stop political gifts,100 leaders stop political gifts,0.7000010000000003,0.31999899999999926
1155,20110824  5:43PM UTC,Starbucks CEO:100+ leaders to stop political gifts,"('100 leaders', 'stop', 'political gifts')",100 leaders,stop,political gifts,100 leaders stop,stop political gifts,100 leaders stop political gifts,0.7000010000000003,0.31999899999999926
1156,20110830  6:42AM UTC,"Starbucks branded ""K-Cups"" to be sold from November","('Starbucks', 'branded', 'K Cups')",Starbucks,branded,K Cups,Starbucks branded,branded K Cups,Starbucks branded K Cups,0.07500000000000284,0.22500000000000142
1157,20110830  6:37AM UTC,"UPDATE 1-Starbucks branded ""K-Cups"" to be sold from Nov","('UPDATE 1 Starbucks', 'branded', 'K Cups')",UPDATE 1 Starbucks,branded,K Cups,UPDATE 1 Starbucks branded,branded K Cups,UPDATE 1 Starbucks branded K Cups,0.07500000000000284,0.22500000000000142
1158,20110830  6:00AM UTC,Starbucks Coffee K-Cup Portion Packs Further Expand Company`s Share of Multi-Billion Dollar Single-Cup Coffee Category,"('Further Expand Company', '`s Share of', 'Multi-Billion Dollar')",Further Expand Company,`s Share of,Multi-Billion Dollar,Further Expand Company `s Share of,`s Share of Multi-Billion Dollar,Further Expand Company `s Share of Multi-Billion Dollar,0.07500000000000284,0.22500000000000142
1159,20110902  6:58PM UTC,Starbucks CEO calls for political tele-townhall,"('Starbucks CEO', 'calls for', 'tele townhall')",Starbucks CEO,calls for,tele townhall,Starbucks CEO calls for,calls for tele townhall,Starbucks CEO calls for tele townhall,-0.5800000000000018,-0.3499979999999958
1160,20110902  2:48PM UTC,Starbucks CEO urges citizens to back anti-gridlock move,"('Starbucks CEO', 'urges', 'citizens')",Starbucks CEO,urges,citizens,Starbucks CEO urges,urges citizens,Starbucks CEO urges citizens,-0.5800000000000018,-0.3499979999999958
1161,20110906  11:29PM UTC,Starbucks CEO campaigns to end Washington gridlock,"('Starbucks CEO campaigns', 'end', 'Washington gridlock')",Starbucks CEO campaigns,end,Washington gridlock,Starbucks CEO campaigns end,end Washington gridlock,Starbucks CEO campaigns end Washington gridlock,-0.5799999999999983,0.12999899999999798
1162,20110906  10:49PM UTC,Starbucks to triple outlets in China by 2015: report,"('Starbucks', 'triple outlets in', 'China')",Starbucks,triple outlets in,China,Starbucks triple outlets in,triple outlets in China,Starbucks triple outlets in China,-0.5799999999999983,0.12999899999999798
1163,20110906  10:46PM UTC,Starbucks to triple outlets in China by 2015 - report,"('Starbucks', 'triple outlets in', 'China')",Starbucks,triple outlets in,China,Starbucks triple outlets in,triple outlets in China,Starbucks triple outlets in China,-0.5799999999999983,0.12999899999999798
1164,20110906  1:15PM UTC,Starbucks Voted Best Coffee by Zagat for Third Year in a Row,"('Starbucks', 'Voted Coffee by', 'Zagat')",Starbucks,Voted Coffee by,Zagat,Starbucks Voted Coffee by,Voted Coffee by Zagat,Starbucks Voted Coffee by Zagat,-0.5799999999999983,0.12999899999999798
1167,20110919  9:30AM UTC,"NACD Announces the 2011 Directorship 100, Honorees include JPMorgan Chase's Jamie Dimon, Netflix' Reed Hastings and Starbucks Corporation's Mellody Hobson","('Starbucks Corporation', 'has', 'Mellody Hobson')",Starbucks Corporation,has,Mellody Hobson,Starbucks Corporation has,has Mellody Hobson,Starbucks Corporation has Mellody Hobson,-0.16999999999999815,0.9799999999999969
1168,20110919  9:01AM UTC,"Alexander Wang, Sophie Theallet, and Billy Reid Design T-Shirts Inspired by Starbucks","('Alexander Wang', 'Inspired by', 'Starbucks')",Alexander Wang,Inspired by,Starbucks,Alexander Wang Inspired by,Inspired by Starbucks,Alexander Wang Inspired by Starbucks,-0.16999999999999815,0.9799999999999969
1169,20110920  4:59PM UTC,Starbucks sued over Washington restroom camera,"('Starbucks', 'sued over', 'Washington restroom camera')",Starbucks,sued over,Washington restroom camera,Starbucks sued over,sued over Washington restroom camera,Starbucks sued over Washington restroom camera,1.1099979999999974,-0.03999899999999812
1170,20110920  9:31AM UTC,"Critical Alerts for Hewlett-Packard, Starbucks, Agrium, Digital River, and Leucadia Released by Seven Summits Research","('Alerts', 'Released by', 'Seven Summits Research')",Alerts,Released by,Seven Summits Research,Alerts Released by,Released by Seven Summits Research,Alerts Released by Seven Summits Research,1.1099979999999974,-0.03999899999999812
1171,20110920  9:00AM UTC,"Co-Founder of Starbucks Coffee, Dave Olsen, and Former Cisco Senior Security Advisor, Christopher Burgess, Join Atigeo","('Co-Founder', 'Join', 'Atigeo')",Co-Founder,Join,Atigeo,Co-Founder Join,Join Atigeo,Co-Founder Join Atigeo,1.1099979999999974,-0.03999899999999812
1172,20110921  11:09AM UTC,Man sues Starbucks over restroom camera,"('Man', 'sues', 'Starbucks')",Man,sues,Starbucks,Man sues,sues Starbucks,Man sues Starbucks,-0.04999899999999968,-0.5899999999999999
1173,20110921  9:57AM UTC,U.S. man sues Starbucks over restroom camera,"('U.S. man', 'sues Starbucks over', 'restroom camera')",U.S. man,sues Starbucks over,restroom camera,U.S. man sues Starbucks over,sues Starbucks over restroom camera,U.S. man sues Starbucks over restroom camera,-0.04999899999999968,-0.5899999999999999
1174,20110922  11:41AM UTC,"Starbucks eyes growth in U.S., Europe, Russia","('Starbucks eyes growth', 'is in', 'U.S.')",Starbucks eyes growth,is in,U.S.,Starbucks eyes growth is in,is in U.S.,Starbucks eyes growth is in U.S.,-1.004998999999998,-0.6450010000000006
1175,20110922  11:30AM UTC,"Starbucks eyes growth in U.S., Europe, Russia","('Starbucks eyes growth', 'is in', 'U.S.')",Starbucks eyes growth,is in,U.S.,Starbucks eyes growth is in,is in U.S.,Starbucks eyes growth is in U.S.,-1.004998999999998,-0.6450010000000006
1176,20110922  6:31AM UTC,"Starbucks CEO plans Europe expansion, US renewal ","('Starbucks CEO', 'plans', 'US renewal')",Starbucks CEO,plans,US renewal,Starbucks CEO plans,plans US renewal,Starbucks CEO plans US renewal,-1.004998999999998,-0.6450010000000006
1177,20110922  3:19AM UTC,Starbucks plans expansion in Germany -CEO in paper,"('Starbucks', 'plans', 'expansion in Germany CEO')",Starbucks,plans,expansion in Germany CEO,Starbucks plans,plans expansion in Germany CEO,Starbucks plans expansion in Germany CEO,-1.004998999999998,-0.6450010000000006
1179,20111003  11:32AM UTC,Starbucks starts fund to spur U.S. job creation,"('fund', 'spur', 'U.S. job creation')",fund,spur,U.S. job creation,fund spur,spur U.S. job creation,fund spur U.S. job creation,-0.3950010000000006,-0.5449999999999982
1180,20111003  11:30AM UTC,UPDATE 3-Starbucks starts fund to spur U.S. job creation,"('UPDATE 3 Starbucks', 'starts', 'fund')",UPDATE 3 Starbucks,starts,fund,UPDATE 3 Starbucks starts,starts fund,UPDATE 3 Starbucks starts fund,-0.3950010000000006,-0.5449999999999982
1181,20111003  7:00AM UTC,"Starbucks Announces ""Create Jobs for USA"" Initiative in Collaboration with Opportunity Finance Network","('Collaboration', 'is with', 'Opportunity Finance Network')",Collaboration,is with,Opportunity Finance Network,Collaboration is with,is with Opportunity Finance Network,Collaboration is with Opportunity Finance Network,-0.3950010000000006,-0.5449999999999982
1182,20111004  7:00AM UTC,Starbucks Announces Store Partnership Model with Community Organizations in Harlem and Los Angeles,"('Starbucks', 'Announces', 'Store Partnership Model with Community Organizations')",Starbucks,Announces,Store Partnership Model with Community Organizations,Starbucks Announces,Announces Store Partnership Model with Community Organizations,Starbucks Announces Store Partnership Model with Community Organizations,-0.6449979999999975,0.5249999999999986
1183,20111004  6:38AM UTC,Starbucks profit-sharing to boost U.S. non-profits,"('Starbucks profit sharing', 'boost', 'U.S. non-profits')",Starbucks profit sharing,boost,U.S. non-profits,Starbucks profit sharing boost,boost U.S. non-profits,Starbucks profit sharing boost U.S. non-profits,-0.6449979999999975,0.5249999999999986
1184,20111004  6:30AM UTC,Starbucks profit-sharing to boost U.S. non-profits,"('Starbucks profit sharing', 'boost', 'U.S. non-profits')",Starbucks profit sharing,boost,U.S. non-profits,Starbucks profit sharing boost,boost U.S. non-profits,Starbucks profit sharing boost U.S. non-profits,-0.6449979999999975,0.5249999999999986
1185,20111009  11:34PM UTC,Starbucks close to cafe JV with Tata Coffee-report,"('Starbucks JV', 'is with', 'Tata Coffee report')",Starbucks JV,is with,Tata Coffee report,Starbucks JV is with,is with Tata Coffee report,Starbucks JV is with Tata Coffee report,0.5650010000000023,0.8300000000000018
1186,20111010  5:12PM UTC,"Starbucks may open 300 stores in Mexico, Argenina","('Starbucks', 'may open Argenina in', 'Mexico')",Starbucks,may open Argenina in,Mexico,Starbucks may open Argenina in,may open Argenina in Mexico,Starbucks may open Argenina in Mexico,0.5650010000000023,0.8300000000000018
1187,20111010  7:28AM UTC,Starbucks close to cafe JV with Tata Coffee: report,"('Starbucks JV', 'is with', 'Tata Coffee')",Starbucks JV,is with,Tata Coffee,Starbucks JV is with,is with Tata Coffee,Starbucks JV is with Tata Coffee,0.5650010000000023,0.8300000000000018
1188,20111012  3:54PM UTC,Starbucks Coffee Japan Continues its Dedication to Japan`s Relief and Recovery Efforts,"('Starbucks Coffee Japan', 'Continues to', 'Japan')",Starbucks Coffee Japan,Continues to,Japan,Starbucks Coffee Japan Continues to,Continues to Japan,Starbucks Coffee Japan Continues to Japan,0.5,0.0899979999999978
1189,20111012  1:10PM UTC,Starbucks VIA Ready Brew House Blend and Breakfast Blend Hit Grocery Shelves in the U.S.,"('Breakfast Blend', 'Hit Grocery Shelves in', 'U.S.')",Breakfast Blend,Hit,Grocery Shelves,Breakfast Blend Hit,Hit Grocery Shelves,Breakfast Blend Hit Grocery Shelves,0.5,0.0899979999999978
1190,20111013  7:21AM UTC,France-Starbucks retire une affichette contestÃ©e,"('France Starbucks', 'retire', 'affichette contestÃ')",France Starbucks,retire,affichette contestÃ,France Starbucks retire,retire affichette contestÃ,France Starbucks retire affichette contestÃ,-0.18499999999999872,-0.20999899999999627
1192,20111018  7:45PM UTC,Sol Casinos to Offer Starbucks Coffee Through Licensing Agreement,"('Sol Casinos', 'Offer Starbucks Coffee Through', 'Licensing Agreement')",Sol Casinos,Offer Starbucks Coffee Through,Licensing Agreement,Sol Casinos Offer Starbucks Coffee Through,Offer Starbucks Coffee Through Licensing Agreement,Sol Casinos Offer Starbucks Coffee Through Licensing Agreement,-0.35000100000000245,0.6450000000000031
1193,20111018  2:16PM UTC,"Starbucks adds lighter ""Blonde"" roast to lineup","('Starbucks', 'adds', 'roast')",Starbucks,adds,roast,Starbucks adds,adds roast,Starbucks adds roast,-0.35000100000000245,0.6450000000000031
1194,20111018  2:12PM UTC,UPDATE 2-Starbucks adds lighter 'Blonde' roast to lineup,"('UPDATE 2 Starbucks', 'adds', 'lighter Blonde roast')",UPDATE 2 Starbucks,adds,lighter Blonde roast,UPDATE 2 Starbucks adds,adds lighter Blonde roast,UPDATE 2 Starbucks adds lighter Blonde roast,-0.35000100000000245,0.6450000000000031
1196,20111018  1:13PM UTC,Starbucks adds lighter 'Blonde' roast to lineup,"('Starbucks', 'adds', 'roast')",Starbucks,adds,roast,Starbucks adds,adds roast,Starbucks adds roast,-0.35000100000000245,0.6450000000000031
1199,20111020  1:30PM UTC,Starbucks Announces Q4 and Fiscal Year End 2011 Results Conference Call,"('Starbucks', 'Announces', 'Q4 2011 Results Conference Call')",Starbucks,Announces,Q4 2011 Results Conference Call,Starbucks Announces,Announces Q4 2011 Results Conference Call,Starbucks Announces Q4 2011 Results Conference Call,-0.5450000000000017,0.0350020000000022
1203,20111025  12:14PM UTC,Starbucks Celebrates Its 500th Store Opening in Mainland China,"('Its 500th Store Opening', 'is in', 'Mainland China')",Its 500th Store Opening,is in,Mainland China,Its 500th Store Opening is in,is in Mainland China,Its 500th Store Opening is in Mainland China,0.10999999999999943,-0.630001
1204,20111026  3:12PM UTC,Worst California biker feud in decade erupted at Starbucks,"('Worst California biker feud', 'erupted at', 'Starbucks')",Worst California biker feud,erupted at,Starbucks,Worst California biker feud erupted at,erupted at Starbucks,Worst California biker feud erupted at Starbucks,-0.3500000000000014,0.06000200000000078
1207,20111102  1:29PM UTC,"Community Lender IFF Receives Grant from Starbucks and Opportunity Finance Network's ""Create Jobs for USA"" Program","('Community Lender IFF', ""Receives Program 's"", 'Opportunity Finance Network')",Community Lender IFF,Receives Program 's,Opportunity Finance Network,Community Lender IFF Receives Program 's,Receives Program 's Opportunity Finance Network,Community Lender IFF Receives Program 's Opportunity Finance Network,0.20999899999999982,-0.02499999999999858
1208,20111102  12:01AM UTC,Nearly 30 Million Starbucks Coffee K-Cup Portion Packs Hit U.S. Store Shelves This Week,"('Starbucks Coffee K Cup Portion Packs', 'Hit U.S. Store Shelves at_time', 'Week')",Starbucks Coffee K Cup Portion Packs,Hit U.S. Store Shelves at_time,Week,Starbucks Coffee K Cup Portion Packs Hit U.S. Store Shelves at_time,Hit U.S. Store Shelves at_time Week,Starbucks Coffee K Cup Portion Packs Hit U.S. Store Shelves at_time Week,0.20999899999999982,-0.02499999999999858
1213,20111108  5:44PM UTC,Starbucks to Present at Morgan Stanley Global Consumer Conference,"('Starbucks', 'Present at', 'Morgan Stanley Global Consumer Conference')",Starbucks,Present at,Morgan Stanley Global Consumer Conference,Starbucks Present at,Present at Morgan Stanley Global Consumer Conference,Starbucks Present at Morgan Stanley Global Consumer Conference,0.21500100000000089,0.06500000000000128
1214,20111108  9:02AM UTC, In Focus: Today's Trading Outlook - Featured Research on Marvell Technology Group Ltd. and Starbucks Corporation,"('Today', 'has', 'Trading Outlook Featured Research on Marvell Technology Group Ltd.')",Today,has,Trading Outlook Featured Research on Marvell Technology Group Ltd.,Today has,has Trading Outlook Featured Research on Marvell Technology Group Ltd.,Today has Trading Outlook Featured Research on Marvell Technology Group Ltd.,0.21500100000000089,0.06500000000000128
1215,20111108  9:00AM UTC, In Focus: Today's Trading Outlook - Featured Research on Marvell Technology Group Ltd. and Starbucks Corporation,"('Today', 'has', 'Trading Outlook Featured Research on Marvell Technology Group Ltd.')",Today,has,Trading Outlook Featured Research on Marvell Technology Group Ltd.,Today has,has Trading Outlook Featured Research on Marvell Technology Group Ltd.,Today has Trading Outlook Featured Research on Marvell Technology Group Ltd.,0.21500100000000089,0.06500000000000128
1216,20111108  6:00AM UTC,"China`s Leading Location-Based Social Mobile App, Jiepang Partners with Starbucks to Celebrate Christmas with ""Check-in"" Rewards at over 200 Stores in Eastern China","('China', '`s Leading', 'Jiepang Partners')",China,`s Leading,Jiepang Partners,China `s Leading,`s Leading Jiepang Partners,China `s Leading Jiepang Partners,0.21500100000000089,0.06500000000000128
1219,20111110  7:33PM UTC,HMSHost and Starbucks Coffee Company Celebrate 20 Years at Seattle-Tacoma International Airport,"('Starbucks Coffee Company', 'Celebrate', '20 Years')",Starbucks Coffee Company,Celebrate,20 Years,Starbucks Coffee Company Celebrate,Celebrate 20 Years,Starbucks Coffee Company Celebrate 20 Years,-0.08499899999999627,0.28500000000000014
1220,20111110  7:04PM UTC,Starbucks to open U.S. juice bars in 2012,"('Starbucks', 'open U.S. juice bars in', '2012')",Starbucks,open U.S. juice bars in,2012,Starbucks open U.S. juice bars in,open U.S. juice bars in 2012,Starbucks open U.S. juice bars in 2012,-0.08499899999999627,0.28500000000000014
1222,20111110  3:38PM UTC,Starbucks to open U.S. juice bars in 2012,"('Starbucks', 'open U.S. juice bars in', '2012')",Starbucks,open U.S. juice bars in,2012,Starbucks open U.S. juice bars in,open U.S. juice bars in 2012,Starbucks open U.S. juice bars in 2012,-0.08499899999999627,0.28500000000000014
1223,20111110  2:35PM UTC,Starbucks to open U.S. juice bars in 2012,"('Starbucks', 'open U.S. juice bars in', '2012')",Starbucks,open U.S. juice bars in,2012,Starbucks open U.S. juice bars in,open U.S. juice bars in 2012,Starbucks open U.S. juice bars in 2012,-0.08499899999999627,0.28500000000000014
1225,20111110  12:55PM UTC,Starbucks Acquires Evolution Fresh to Establish National Retail and Grocery Health and Wellness Brand,"('Evolution Fresh', 'Establish', 'National Retail')",Evolution Fresh,Establish,National Retail,Evolution Fresh Establish,Establish National Retail,Evolution Fresh Establish National Retail,-0.08499899999999627,0.28500000000000014
1226,20111110  12:50PM UTC,"Starbucks launching new chain, buys juice company","('Starbucks', 'launching', 'chain')",Starbucks,launching,chain,Starbucks launching,launching chain,Starbucks launching chain,-0.08499899999999627,0.28500000000000014
1227,20111110  12:50PM UTC,"Starbucks launching new chain, buys juice company","('Starbucks', 'launching', 'chain')",Starbucks,launching,chain,Starbucks launching,launching chain,Starbucks launching chain,-0.08499899999999627,0.28500000000000014
1228,20111111  8:50AM UTC,Starbucks to open U.S. juice bars in 2012,"('Starbucks', 'open U.S. juice bars in', '2012')",Starbucks,open U.S. juice bars in,2012,Starbucks open U.S. juice bars in,open U.S. juice bars in 2012,Starbucks open U.S. juice bars in 2012,0.34499999999999886,0.41000000000000014
1229,20111111  6:12AM UTC,Starbucks to open U.S. juice bars in 2012,"('Starbucks', 'open U.S. juice bars in', '2012')",Starbucks,open U.S. juice bars in,2012,Starbucks open U.S. juice bars in,open U.S. juice bars in 2012,Starbucks open U.S. juice bars in 2012,0.34499999999999886,0.41000000000000014
1230,20111114  9:41PM UTC,Starbucks to drop fee on smaller bags of coffee,"('Starbucks', 'drop fee on', 'bags')",Starbucks,drop fee on,bags,Starbucks drop fee on,drop fee on bags,Starbucks drop fee on bags,0.0799999999999983,-0.3500000000000014
1231,20111114  9:36PM UTC,Starbucks to drop fee on smaller bags of coffee,"('Starbucks', 'drop fee on', 'bags')",Starbucks,drop fee on,bags,Starbucks drop fee on,drop fee on bags,Starbucks drop fee on bags,0.0799999999999983,-0.3500000000000014
1232,20111114  9:01AM UTC, Europe Situation Forecasts Change - Report Highlights Starbucks Corporation and Green Mountain Coffee Roasters Inc.,"('Europe Situation Forecasts', 'Report', 'Highlights')",Europe Situation Forecasts,Report,Highlights,Europe Situation Forecasts Report,Report Highlights,Europe Situation Forecasts Report Highlights,0.0799999999999983,-0.3500000000000014
1233,20111114  9:00AM UTC, Europe Situation Forecasts Change - Report Highlights Starbucks Corporation and Green Mountain Coffee Roasters Inc.,"('Europe Situation Forecasts', 'Report', 'Highlights')",Europe Situation Forecasts,Report,Highlights,Europe Situation Forecasts Report,Report Highlights,Europe Situation Forecasts Report Highlights,0.0799999999999983,-0.3500000000000014
1234,20111115  6:42PM UTC,Starbucks raises prices in several key markets,"('Starbucks', 'raises prices in', 'several key markets')",Starbucks,raises prices in,several key markets,Starbucks raises prices in,raises prices in several key markets,Starbucks raises prices in several key markets,-0.3549999999999969,0.19499899999999926
1235,20111115  3:01AM UTC,"Starbucks Holiday Red Cups Come to Life, Signaling the Return of the Merriest Season","('Starbucks Holiday Red Cups', 'Come to', 'Signaling')",Starbucks Holiday Red Cups,Come to,Signaling,Starbucks Holiday Red Cups Come to,Come to Signaling,Starbucks Holiday Red Cups Come to Signaling,-0.3549999999999969,0.19499899999999926
1237,20111117  11:37PM UTC,Hagens Berman Investigates Starbucks Regarding Claims of Hidden Fees,"('Hagens Berman', 'Investigates', 'Starbucks Regarding Claims of Hidden Fees')",Hagens Berman,Investigates,Starbucks Regarding Claims of Hidden Fees,Hagens Berman Investigates,Investigates Starbucks Regarding Claims of Hidden Fees,Hagens Berman Investigates Starbucks Regarding Claims of Hidden Fees,-0.3549999999999969,-0.495001000000002
1238,20111117  7:00AM UTC,Starbucks Opens 500th Store in Latin America,"('Starbucks', 'Opens', 'Store')",Starbucks,Opens,Store,Starbucks Opens,Opens Store,Starbucks Opens Store,-0.3549999999999969,-0.495001000000002
1240,20111130  7:01PM UTC,"Starbucks to create 5,000 new UK jobs in next 5 years","('Starbucks', 'create', '5,000 new UK jobs')",Starbucks,create,"5,000 new UK jobs",Starbucks create,"create 5,000 new UK jobs","Starbucks create 5,000 new UK jobs",0.6000009999999989,0.634999999999998
1241,20111130  9:31AM UTC,"Critical Alerts for Chevron, Starbucks, F5 Networks, Citrix, and Fusion-io Released by Seven Summits Research","('Alerts', 'Released by', 'Seven Summits Research')",Alerts,Released by,Seven Summits Research,Alerts Released by,Released by Seven Summits Research,Alerts Released by Seven Summits Research,0.6000009999999989,0.634999999999998
1242,20111201  1:00AM UTC,"Starbucks to Create 5,000 Jobs in the U.K.","('Starbucks', 'Create', '5,000 Jobs')",Starbucks,Create,"5,000 Jobs",Starbucks Create,"Create 5,000 Jobs","Starbucks Create 5,000 Jobs",-0.010000999999999038,0.05500000000000327
1244,20111206  6:01AM UTC,Starbucks Mobile Transactions Exceed 26 Million Within First Year,"('Starbucks Mobile Transactions', 'Exceed', '26 Million')",Starbucks Mobile Transactions,Exceed,26 Million,Starbucks Mobile Transactions Exceed,Exceed 26 Million,Starbucks Mobile Transactions Exceed 26 Million,0.019999999999999574,-0.23500000000000298
